"id","node_id","file_name","file_type","file_path","uploaded_at"
"1e006fc9-2860-4790-92bd-798c754c87f8","8b4811cf-2a50-46fa-be9c-66d6c0ff518d","trust.png","image/png","uploads/6e6eb4c8_1770113882_trust.png","2026-02-03 10:35:11.442016"
"5e848c31-0751-4b85-8f22-165412c215ac","a8cc1989-1581-4bd6-97bd-12f64d87bca3","37f9ea2c-3326-45a8-918f-ee89120d63e3.png","unknown","uploads/4d47682e_1770124317_37f9ea2c-3326-45a8-918f-ee89120d63e3.png","2026-02-03 15:29:58.929143"
"fd771ffd-82df-4d44-bcc2-2b6fca2aa01f","0badc5d4-e3b4-4b7c-b8b8-333e9f675428","35030099-004.pdf","unknown","uploads/bb4448af_1770133106_35030099-004.pdf","2026-02-03 15:40:36.194986"
